menu_fd_Code,menu_fd_Nm,upper_Fd_Grupp_Nm,fd_Grupp_Nm,ingredient_text,document
D014082,두부카레볶음밥,밥류,비빔밥 및 볶음밥류,"두부, 멥쌀, 백미, 생것, 카레 소스, 가루, 양파, 생것, 콩기름, 당근, 뿌리, 생것, 부추, 두메부추, 생것","메뉴명: 두부카레볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 두부, 멥쌀, 백미, 생것, 카레 소스, 가루, 양파, 생것, 콩기름, 당근, 뿌리, 생것, 부추, 두메부추, 생것"
D014083,보리열무비빔밥,밥류,비빔밥 및 볶음밥류,"김치, 열무 김치, 멥쌀, 백미, 생것, 보리, 겉보리, 늘보리, 도정, 생것, 표고버섯, 배지재배, 생것, 느타리버섯, 생것, 상추, 잎상추, 치마상추, 녹색, 생것","메뉴명: 보리열무비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 김치, 열무 김치, 멥쌀, 백미, 생것, 보리, 겉보리, 늘보리, 도정, 생것, 표고버섯, 배지재배, 생것, 느타리버섯, 생것, 상추, 잎상추, 치마상추, 녹색, 생것"
D014084,새우야채볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 새우, 흰다리새우, 생것, 브로콜리, 생것, 감자, 대지, 생것, 양파, 생것, 당근, 뿌리, 생것, 파, 대파, 생것, 콩기름, 마늘, 다진것, 참깨, 흰색, 볶은것, 소금, 천일염","메뉴명: 새우야채볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 새우, 흰다리새우, 생것, 브로콜리, 생것, 감자, 대지, 생것, 양파, 생것, 당근, 뿌리, 생것, 파, 대파, 생것, 콩기름, 마늘, 다진것, 참깨, 흰색, 볶은것, 소금, 천일염"
D014085,야채나물비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 달걀, 생것, 보리, 겉보리, 늘보리, 도정, 생것, 호박, 애호박, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 양파, 생것, 당근, 뿌리, 생것, 혼합식물성유, 참기름, 참깨, 흰색, 볶은것","메뉴명: 야채나물비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 달걀, 생것, 보리, 겉보리, 늘보리, 도정, 생것, 호박, 애호박, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 양파, 생것, 당근, 뿌리, 생것, 혼합식물성유, 참기름, 참깨, 흰색, 볶은것"
D014086,열무김치비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 김치, 열무 김치, 오이, 다다기, 생것, 보리, 쌀보리, 도정, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 참기름, 고추장, 개량, 참깨, 흰색, 볶은것","메뉴명: 열무김치비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 김치, 열무 김치, 오이, 다다기, 생것, 보리, 쌀보리, 도정, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 참기름, 고추장, 개량, 참깨, 흰색, 볶은것"
D014087,열무보리비빔밥,밥류,비빔밥 및 볶음밥류,"김치, 열무 김치, 보리, 쌀보리, 찰보리, 도정, 생것, 보리, 쌀보리, 도정, 생것, 호박, 애호박, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 양파, 생것, 당근, 뿌리, 생것, 참기름, 참깨, 흰색, 볶은것","메뉴명: 열무보리비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 김치, 열무 김치, 보리, 쌀보리, 찰보리, 도정, 생것, 보리, 쌀보리, 도정, 생것, 호박, 애호박, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 양파, 생것, 당근, 뿌리, 생것, 참기름, 참깨, 흰색, 볶은것"
D014088,참치채소볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 다랑어, 가다랑어, 통조림, 유지, 양파, 생것, 당근, 뿌리, 생것, 파, 대파, 생것, 간장, 개량, 양조, 콩기름, 참기름, 마늘, 생것, 후추, 검은색, 가루","메뉴명: 참치채소볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 다랑어, 가다랑어, 통조림, 유지, 양파, 생것, 당근, 뿌리, 생것, 파, 대파, 생것, 간장, 개량, 양조, 콩기름, 참기름, 마늘, 생것, 후추, 검은색, 가루"
D014089,파인애플볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 돼지고기, 뒷다리, 생것, 양파, 생것, 파인애플, 생것, 호박, 애호박, 생것, 브로콜리, 생것, 당근, 뿌리, 생것, 혼합식물성유, 고춧가루, 참기름, 소금, 천일염, 가는소금, 참깨, 흰색, 볶은것, 후추, 검은색, 가루","메뉴명: 파인애플볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 돼지고기, 뒷다리, 생것, 양파, 생것, 파인애플, 생것, 호박, 애호박, 생것, 브로콜리, 생것, 당근, 뿌리, 생것, 혼합식물성유, 고춧가루, 참기름, 소금, 천일염, 가는소금, 참깨, 흰색, 볶은것, 후추, 검은색, 가루"
D014090,굴소스해물볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 오징어, 생것, 새우, 흰다리새우, 생것, 양파, 생것, 피망, 초록색, 생것, 콩기름, 당근, 뿌리, 생것, 굴 소스, 소금, 천일염, 가는소금, 마늘, 생것","메뉴명: 굴소스해물볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 오징어, 생것, 새우, 흰다리새우, 생것, 양파, 생것, 피망, 초록색, 생것, 콩기름, 당근, 뿌리, 생것, 굴 소스, 소금, 천일염, 가는소금, 마늘, 생것"
D014091,깍두기달걀볶음밥,밥류,비빔밥 및 볶음밥류,"달걀, 생것, 멥쌀, 백미, 생것, 김치, 깍두기, 양파, 생것, 찹쌀, 백미, 생것, 고추장, 개량, 당근, 뿌리, 생것, 파, 대파, 생것, 김, 참김, 구운것, 굴 소스, 간장, 개량, 양조, 콩기름, 참기름, 설탕, 백설탕, 소금, 천일염, 가는소금, 참깨, 흰색, 볶은것, 후추, 검은색, 가루","메뉴명: 깍두기달걀볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 달걀, 생것, 멥쌀, 백미, 생것, 김치, 깍두기, 양파, 생것, 찹쌀, 백미, 생것, 고추장, 개량, 당근, 뿌리, 생것, 파, 대파, 생것, 김, 참김, 구운것, 굴 소스, 간장, 개량, 양조, 콩기름, 참기름, 설탕, 백설탕, 소금, 천일염, 가는소금, 참깨, 흰색, 볶은것, 후추, 검은색, 가루"
D014092,날치알계란볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 달걀, 생것, 날치, 알, 생것, 양파, 생것, 당근, 뿌리, 생것, 멥쌀, 현미, 흑미, 생것, 무 절임, 단무지, 피망, 초록색, 생것, 버터, 무가염, 콩기름, 참기름, 소금, 천일염, 가는소금","메뉴명: 날치알계란볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 달걀, 생것, 날치, 알, 생것, 양파, 생것, 당근, 뿌리, 생것, 멥쌀, 현미, 흑미, 생것, 무 절임, 단무지, 피망, 초록색, 생것, 버터, 무가염, 콩기름, 참기름, 소금, 천일염, 가는소금"
D014093,닭고기산채비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 닭고기, 가슴, 생것, 고추장, 개량, 호박, 애호박, 생것, 표고버섯, 배지재배, 생것, 고사리, 생것, 당근, 뿌리, 생것, 도라지, 뿌리, 생것, 멥쌀, 현미, 흑미, 생것","메뉴명: 닭고기산채비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 닭고기, 가슴, 생것, 고추장, 개량, 호박, 애호박, 생것, 표고버섯, 배지재배, 생것, 고사리, 생것, 당근, 뿌리, 생것, 도라지, 뿌리, 생것, 멥쌀, 현미, 흑미, 생것"
D014094,소고기가지볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 소고기, 한우(1++등급), 등심, 생것, 가지, 생것, 파프리카, 빨간색, 생것, 양파, 생것, 간장, 개량, 양조, 콩기름, 설탕, 백설탕, 파, 대파, 생것, 마늘, 생것, 참기름, 후추, 흰색, 가루","메뉴명: 소고기가지볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 소고기, 한우(1++등급), 등심, 생것, 가지, 생것, 파프리카, 빨간색, 생것, 양파, 생것, 간장, 개량, 양조, 콩기름, 설탕, 백설탕, 파, 대파, 생것, 마늘, 생것, 참기름, 후추, 흰색, 가루"
D014095,소고기채소볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 소고기, 한우(1++등급), 앞다리, 생것, 찹쌀, 백미, 생것, 우엉, 생것, 양파, 생것, 당근, 뿌리, 생것, 물엿, 김, 참김, 구운것, 간장, 개량, 양조, 설탕, 황설탕, 참깨, 흰색, 볶은것, 참기름, 마늘, 생것","메뉴명: 소고기채소볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 소고기, 한우(1++등급), 앞다리, 생것, 찹쌀, 백미, 생것, 우엉, 생것, 양파, 생것, 당근, 뿌리, 생것, 물엿, 김, 참김, 구운것, 간장, 개량, 양조, 설탕, 황설탕, 참깨, 흰색, 볶은것, 참기름, 마늘, 생것"
D014096,참치생야채비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 다랑어, 가다랑어, 통조림, 유지, 양배추, 적색, 생것, 오이, 다다기, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 들깻잎, 생것","메뉴명: 참치생야채비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 다랑어, 가다랑어, 통조림, 유지, 양배추, 적색, 생것, 오이, 다다기, 생것, 상추, 잎상추, 치마상추, 녹색, 생것, 들깻잎, 생것"
D014097,청경채두부볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 두부, 청경채, 생것, 돼지고기, 삼겹살, 생것, 콩기름, 소금, 천일염, 가는소금","메뉴명: 청경채두부볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 두부, 청경채, 생것, 돼지고기, 삼겹살, 생것, 콩기름, 소금, 천일염, 가는소금"
D014098,토마토달걀볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 달걀, 생것, 토마토, 생것, 우유, 콩기름, 소금, 천일염, 가는소금","메뉴명: 토마토달걀볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 달걀, 생것, 토마토, 생것, 우유, 콩기름, 소금, 천일염, 가는소금"
D014099,해물굴소스볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 오징어, 생것, 새우, 흰다리새우, 생것, 양파, 생것, 피망, 초록색, 생것, 당근, 뿌리, 생것, 굴 소스, 콩기름, 소금, 천일염, 가는소금, 마늘, 생것","메뉴명: 해물굴소스볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 오징어, 생것, 새우, 흰다리새우, 생것, 양파, 생것, 피망, 초록색, 생것, 당근, 뿌리, 생것, 굴 소스, 콩기름, 소금, 천일염, 가는소금, 마늘, 생것"
D014100,닭가슴살우엉볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 닭고기, 가슴, 생것, 콩기름, 간장, 개량, 양조, 호박, 애호박, 생것, 파, 대파, 생것, 우엉, 생것, 식초, 양조, 물엿, 참기름","메뉴명: 닭가슴살우엉볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 닭고기, 가슴, 생것, 콩기름, 간장, 개량, 양조, 호박, 애호박, 생것, 파, 대파, 생것, 우엉, 생것, 식초, 양조, 물엿, 참기름"
D014101,돼지고기채소볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 돼지고기, 등심, 생것, 피망, 초록색, 생것, 양파, 생것, 당근, 뿌리, 생것, 콩기름, 파, 대파, 생것, 간장, 개량, 양조, 마늘, 생것, 참기름, 후추, 흰색, 가루, 소금, 천일염, 가는소금","메뉴명: 돼지고기채소볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 돼지고기, 등심, 생것, 피망, 초록색, 생것, 양파, 생것, 당근, 뿌리, 생것, 콩기름, 파, 대파, 생것, 간장, 개량, 양조, 마늘, 생것, 참기름, 후추, 흰색, 가루, 소금, 천일염, 가는소금"
D014102,명란아보카도비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 아보카도, 생것, 달걀, 생것, 명태, 알, 양념젓갈(명란젓), 치커리, 잎, 생것, 참기름, 부추, 두메부추, 생것, 참깨, 흰색, 볶은것","메뉴명: 명란아보카도비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 아보카도, 생것, 달걀, 생것, 명태, 알, 양념젓갈(명란젓), 치커리, 잎, 생것, 참기름, 부추, 두메부추, 생것, 참깨, 흰색, 볶은것"
D014103,새우파인애플볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 밥, 파인애플, 생것, 달걀, 삶은것, 새우, 흰다리새우, 생것, 파프리카, 빨간색, 생것, 피망, 초록색, 생것, 양파, 생것, 옥수수기름, 파, 대파, 생것, 소금, 천일염, 가는소금, 굴 소스, 마늘, 생것","메뉴명: 새우파인애플볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 밥, 파인애플, 생것, 달걀, 삶은것, 새우, 흰다리새우, 생것, 파프리카, 빨간색, 생것, 피망, 초록색, 생것, 양파, 생것, 옥수수기름, 파, 대파, 생것, 소금, 천일염, 가는소금, 굴 소스, 마늘, 생것"
D014104,소고기고사리볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 소고기, 한우(1++등급), 안심, 생것, 고사리, 생것, 양파, 생것, 당근, 뿌리, 생것, 간장, 개량, 양조, 콩기름, 설탕, 백설탕, 마늘, 생것, 후추, 흰색, 가루, 맛술","메뉴명: 소고기고사리볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 소고기, 한우(1++등급), 안심, 생것, 고사리, 생것, 양파, 생것, 당근, 뿌리, 생것, 간장, 개량, 양조, 콩기름, 설탕, 백설탕, 마늘, 생것, 후추, 흰색, 가루, 맛술"
D014105,아보카도명란비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 달걀, 생것, 아보카도, 생것, 명태, 알, 양념젓갈(명란젓), 치커리, 잎, 생것, 양파, 생것, 콩기름, 부추, 두메부추, 생것, 양배추, 적색, 생것, 참기름, 참깨, 흰색, 볶은것","메뉴명: 아보카도명란비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 달걀, 생것, 아보카도, 생것, 명태, 알, 양념젓갈(명란젓), 치커리, 잎, 생것, 양파, 생것, 콩기름, 부추, 두메부추, 생것, 양배추, 적색, 생것, 참기름, 참깨, 흰색, 볶은것"
D014106,파인애플새우볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 달걀, 생것, 새우, 흰다리새우, 생것, 파인애플, 통조림, 고형물, 양파, 생것, 당근, 뿌리, 생것, 콩기름, 파, 대파, 생것, 굴 소스, 파프리카, 빨간색, 생것, 피망, 초록색, 생것, 파프리카, 노란색, 생것, 마늘, 다진것, 대두, 콩가루, 참깨, 흰색, 볶은것, 소금, 천일염","메뉴명: 파인애플새우볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 달걀, 생것, 새우, 흰다리새우, 생것, 파인애플, 통조림, 고형물, 양파, 생것, 당근, 뿌리, 생것, 콩기름, 파, 대파, 생것, 굴 소스, 파프리카, 빨간색, 생것, 피망, 초록색, 생것, 파프리카, 노란색, 생것, 마늘, 다진것, 대두, 콩가루, 참깨, 흰색, 볶은것, 소금, 천일염"
D014107,파프리카야채볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 달걀, 생것, 피망, 초록색, 생것, 양파, 생것, 파프리카, 주황색, 생것, 파프리카, 빨간색, 생것, 파프리카, 노란색, 생것, 굴 소스, 콩기름","메뉴명: 파프리카야채볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 달걀, 생것, 피망, 초록색, 생것, 양파, 생것, 파프리카, 주황색, 생것, 파프리카, 빨간색, 생것, 파프리카, 노란색, 생것, 굴 소스, 콩기름"
D014108,안매운김치치즈볶음밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 김치, 배추 김치, 치즈, 체다, 양파, 생것, 콩기름","메뉴명: 안매운김치치즈볶음밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 김치, 배추 김치, 치즈, 체다, 양파, 생것, 콩기름"
D014109,한우장조림버터비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 달걀, 생것, 소고기, 한우(1++등급), 우둔, 생것, 양파, 생것, 찹쌀, 백미, 생것, 당근, 뿌리, 생것, 간장, 개량, 양조, 버터, 무가염, 피망, 초록색, 생것, 굴 소스, 참기름, 참깨, 흰색, 볶은것, 콩기름, 설탕, 황설탕","메뉴명: 한우장조림버터비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 달걀, 생것, 소고기, 한우(1++등급), 우둔, 생것, 양파, 생것, 찹쌀, 백미, 생것, 당근, 뿌리, 생것, 간장, 개량, 양조, 버터, 무가염, 피망, 초록색, 생것, 굴 소스, 참기름, 참깨, 흰색, 볶은것, 콩기름, 설탕, 황설탕"
D014110,닭가슴살과견과류비빔밥,밥류,비빔밥 및 볶음밥류,"멥쌀, 백미, 생것, 닭고기, 가슴, 생것, 부추, 두메부추, 생것, 호두, 볶은것, 아몬드, 볶은것, 고춧가루, 참기름, 마늘, 생것, 참깨, 흰색, 볶은것","메뉴명: 닭가슴살과견과류비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 멥쌀, 백미, 생것, 닭고기, 가슴, 생것, 부추, 두메부추, 생것, 호두, 볶은것, 아몬드, 볶은것, 고춧가루, 참기름, 마늘, 생것, 참깨, 흰색, 볶은것"
D014111,닭가슴살데리야끼채소비빔밥,밥류,비빔밥 및 볶음밥류,"닭고기, 가슴, 생것, 멥쌀, 백미, 생것, 콩나물, 생것, 고추장, 개량, 오이, 다다기, 생것, 양배추, 적색, 생것, 양배추, 생것, 양파, 생것, 데리야끼 소스, 당근, 뿌리, 생것, 부추, 두메부추, 생것, 발효주, 청주, 알코올 16%, 치커리, 잎, 생것, 설탕, 백설탕, 식초, 사과식초, 간장, 개량, 양조, 탄산 음료, 사이다, 참기름, 적양무, 어린잎, 생것, 참깨, 흰색, 볶은것","메뉴명: 닭가슴살데리야끼채소비빔밥
메뉴 대분류: 밥류
메뉴 소분류: 비빔밥 및 볶음밥류
식재료: 닭고기, 가슴, 생것, 멥쌀, 백미, 생것, 콩나물, 생것, 고추장, 개량, 오이, 다다기, 생것, 양배추, 적색, 생것, 양배추, 생것, 양파, 생것, 데리야끼 소스, 당근, 뿌리, 생것, 부추, 두메부추, 생것, 발효주, 청주, 알코올 16%, 치커리, 잎, 생것, 설탕, 백설탕, 식초, 사과식초, 간장, 개량, 양조, 탄산 음료, 사이다, 참기름, 적양무, 어린잎, 생것, 참깨, 흰색, 볶은것"
